# key | rank | definition   (ranks 1-2 are one-word glosses; 3+ broaden out)
# Source: ls_B.json (Lewis & Short via Perseus), simplified for learners.
bellus | 4 | of manner, polite and agreeable: homo bellus, a pleasant fellow
bellus | 5 | of things and places, nice, fine, first-rate: vinum bellissimum, excellent wine
bellus | 6 | commonest in Plautus, Catullus and Cicero's letters rather than in formal prose
bellus | 7 | as an adverb belle, nicely or neatly: belle negare, to refuse politely; belle se habere, to be in good health
belua | 1 | beast
belua | 3 | a large or fierce animal, an elephant, lion, boar or whale, against the smaller bestia
belua | 4 | on its own very often the elephant: belua Inda, the beast of India
belua | 5 | more loosely any animal, and in the plural the brutes as against man
belua | 6 | as abuse, brute or monster, of a person: immanis belua, a monstrous brute
belua | 7 | of things as well: quanta belua esset imperium, what a monster empire was
