# key | rank | definition   (ranks 1-2 are one-word glosses; 3+ broaden out)
# Source: ls_G.json (Lewis & Short via Perseus), simplified for learners.
generositas | 3 | a noble breed or race, said of animals
generositas | 4 | high spirit, courage, boldness of nature
generosus | 1 | noble
generosus | 2 | generous
generosus | 3 | of noble birth or descent
generosus | 4 | transferred, of animals or plants, of good stock, superior in kind
generosus | 5 | of persons, noble-minded, magnanimous
generosus | 6 | of things, dignified, honourable
genetivus | 1 | genitive
genetivus | 3 | of or belonging to generation or birth (rare, poetic)
genetivus | 4 | in grammar, casus genetivus, the genitive case
genetrix | 1 | mother
genetrix | 3 | poetic, she who produces or gives rise to something
genetrix | 4 | poetic, a mother-in-law (rare)
genialis | 1 | genial
genialis | 2 | nuptial
genialis | 3 | of or belonging to the marriage bed: lectus genialis, the bridal bed
genialis | 4 | jovial, festive, pleasant, given to enjoyment and good living
geniculatus | 1 | knotted
geniculatus | 3 | jointed, having knots, as the stem of certain plants
geniculatus | 4 | with bent knee; as a proper noun, Geniculatus, the constellation "The Kneeler"
geniculum | 1 | small knee
geniculum | 3 | transferred, a knot or joint on the stalk of a plant
genitalis | 1 | generative
genitalis | 3 | causing birth or generation, fruitful
genitalis | 4 | as a title of Diana, presiding over childbirth
genitalis | 5 | as a noun (genitale), the genital organ
genitor | 1 | father
genitor | 3 | a begetter, creator, sire
genitor | 4 | poetic, a source or origin: genitor Rhodanus, the Rhone as source-river
genitura | 1 | birth
genitura | 3 | the act of begetting or bearing offspring
genitura | 4 | transferred, seed, semen
genitura | 5 | in astrology, one's natal star or horoscope
genius | 1 | guardian spirit
genius | 3 | the tutelary deity of a person, place, or thing
genius | 4 | one's spirit of enjoyment, taste for good living, appetite: indulgere genio, to indulge oneself
genius | 5 | comically, a term for one's patron or host, used by parasites
genius | 6 | very rare, intellectual talent, genius
gens | 1 | clan
gens | 2 | people
gens | 3 | a Roman clan: a group of families sharing one name and common religious rites, such as the gens Iulia
gens | 4 | a nation, people, or tribe, usually a foreign one and larger than a single city
gens | 5 | descendants, offspring, a stock or line (poetic)
gens | 6 | the whole race: gens humana, the human race, mankind
gens | 7 | a breed, herd, or swarm of animals
gens | 8 | a tribe, crew, or gang, said with contempt (gens Clodiana, that Clodian crew)
gens | 9 | partitive genitive gentium, used for emphasis in questions: ubi gentium, where in the world
gens | 10 | in Christian Latin, gentes: the gentiles, the pagan nations
# review: gentilicius "of a clan" needs the article to be accurate; no shorter English phrasing fits
gentilicius | 1 | of a clan
gentilicius | 3 | belonging to a particular gens: sacra gentilicia, the clan's ancestral rites
gentilicius | 4 | of a nation, national (post-classical)
gentilis | 1 | clansman
gentilis | 3 | of or belonging to the same clan, stock, or race
gentilis | 4 | transferred, of the same nation, a fellow-countryman (post-classical)
gentilis | 5 | in ecclesiastical Latin, a heathen, pagan, gentile
gentilitas | 1 | kinship
gentilitas | 3 | the relationship between members of the same gens
gentilitas | 4 | transferred, concretely, one's kindred, relatives bearing the same name
gentilitas | 5 | in ecclesiastical Latin, heathenism, paganism
genu | 1 | knee
genu | 3 | transferred, of plants, a knot or joint on a stalk
genuinus1 | 1 | innate
genuinus1 | 2 | genuine
genuinus1 | 3 | native, natural, belonging to one from birth
genuinus1 | 4 | transferred, genuine, authentic (post-classical)
# review: genuinus2 "of the cheek" needs the article to be accurate; no shorter English phrasing fits
genuinus2 | 1 | of the cheek
genuinus2 | 3 | dentes genuini, the back teeth, molars
genus1 | 1 | kind
genus1 | 2 | birth
genus1 | 3 | a kind, sort, class, or type of thing (omne genus, of every kind)
genus1 | 4 | birth, descent, family, origin: nobili genere natus, born of a noble family
genus1 | 5 | high or noble birth taken on its own, good breeding (mostly poetic)
genus1 | 6 | a race or stock of living things: genus humanum, the human race
genus1 | 7 | a descendant, child, or offspring; collectively, posterity (poetic)
genus1 | 8 | a manner, style, or way of doing something: genus dicendi, a style of speaking
genus1 | 9 | in logic, a genus: the general class that contains the particular species beneath it
genus1 | 10 | in grammar, gender
germanitas | 1 | siblinghood
germanitas | 3 | the relationship between full brothers and sisters
germanitas | 4 | transferred, close kinship between colony and mother-city, or resemblance between things
germanitas | 5 | a sister (rare)
germanus1 | 1 | full
germanus1 | 2 | genuine
germanus1 | 3 | of siblings sharing both parents: frater germanus, a full brother
germanus1 | 4 | as a noun, an own or full brother or sister
germanus1 | 5 | transferred, of or belonging to brothers and sisters, brotherly, sisterly (rare)
germanus1 | 6 | genuine, real, actual, true
germen | 1 | sprout
germen | 3 | poetic, a sprig, offshoot, or bud of a plant
germen | 4 | figurative, a germ, origin, or seed of something
germinatio | 1 | germination
germinatio | 3 | transferred, concretely, a sprout or shoot
germino | 1 | germinate
germino | 3 | to put forth or produce something, such as feathers or hair
gero1 | 1 | carry
gero1 | 2 | wage
gero1 | 3 | to bear or carry something; to wear clothing, armour, a crown, or a weapon
gero1 | 4 | to wage or carry on war: bellum gerere cum aliquo, to make war on someone
gero1 | 5 | to carry on, manage, or administer a task, an office, or public affairs: rem publicam gerere, to run the state
gero1 | 6 | to hold or harbour a feeling or attitude: to entertain, cherish, keep (hatred, love, courage)
gero1 | 7 | se gerere with an adverb or phrase: to behave, act, conduct oneself in a certain way
gero1 | 8 | of soil, plants, or animals: to bear, bring forth, produce
gero1 | 9 | of time: to pass, spend, live out (aetatem gerere, to spend one's life)
gero1 | 10 | res gestae, from the perfect participle: things done, deeds, exploits, achievements
gerulus | 1 | carrier
gerulus | 3 | one who does or performs something, a doer (rare)
gesta | 1 | deeds
gestamen | 1 | burden
gestamen | 2 | conveyance
gestamen | 3 | something worn or carried: an ornament, weapon, or piece of armour
gestamen | 4 | a litter, sedan chair, or carriage
gestamen | 5 | any means of conveyance
gestatio | 1 | airing
gestatio | 3 | the act of carrying or bearing (rare)
gestatio | 4 | being carried about for pleasure, in a litter, carriage, or boat; a ride, drive, or sail
gestatio | 5 | transferred, a promenade or place for taking the air
gesticulor | 1 | gesticulate
gestio2 | 1 | exult
gestio2 | 2 | yearn
gestio2 | 3 | to throw oneself about for joy, to be transported, to exult
gestio2 | 4 | to desire eagerly or long for something, usually with an infinitive
gestio2 | 5 | in speaking, to digress freely, to range at will
gestito | 1 | carry
gestito | 3 | to carry often or habitually, to be in the habit of wearing or bearing something
gesto | 1 | carry
gesto | 3 | to wear, wield, or bear something habitually
gesto | 4 | passive gestari, to be carried about for pleasure, to ride, drive, or sail
gesto | 5 | figurative, to cherish in one's heart, to hold dear
gesto | 6 | to carry about and spread, to report, gossip, blab
gestus2 | 1 | gesture
gestus2 | 3 | the carriage, posture, or motion of the body
gestus2 | 4 | in particular, the gesticulation of an actor or orator
gestus2 | 5 | post-classical, management, administration
gibber1 | 1 | hunchbacked
gibber1 | 3 | transferred, protuberant, bulging
gibbus1 | 1 | humped
gibbus1 | 3 | as a noun, a hump
gibbus1 | 4 | transferred, a hump-like swelling, a protuberance
gigeria | 1 | giblets
gigno | 1 | beget
gigno | 2 | produce
gigno | 3 | to father or give birth to, to bring into the world, said of either parent
gigno | 4 | of the earth and nature, to bring forth, grow, yield
gigno | 5 | to cause, occasion, or give rise to something abstract, such as fear, quarrels, or friendship
gigno | 6 | in the passive, gigni: to be born, to arise, to spring from
glaber | 1 | smooth
glaber | 3 | hairless, bald
glaber | 4 | as a noun, a young beardless slave, a favourite
glacialis | 1 | icy
glacies | 1 | ice
glacies | 3 | transferred, hardness
glacio | 1 | freeze
glacio | 3 | transferred, to make hard or solid
glacio | 4 | figurative, to numb or chill with fear
gladiator | 1 | gladiator
gladiator | 3 | in the plural, a gladiatorial combat or exhibition
gladiator | 4 | a swordcutler, a maker of swords
gladiatorius | 1 | gladiatorial
gladiatorius | 3 | as a noun, the hire or pay of gladiators
gladiolus | 1 | small sword
gladiolus | 3 | the sword-lily, gladiolus, the flower
gladius | 1 | sword
gladius | 3 | the short two-edged thrusting sword of a Roman soldier, worn on the right hip
gladius | 4 | violence, bloodshed, or murder, with the sword standing for armed force
gladius | 5 | a gladiatorial fight, or the arena as a sentence: ad gladium damnari, to be condemned to the sword
gladius | 6 | proverbial: suo sibi gladio iugulare, to cut a man's throat with his own sword, to beat him with his own argument
gladius | 7 | the blade of a ploughshare
gladius | 8 | the swordfish
gloria | 1 | glory
gloria | 2 | fame
gloria | 3 | glory, renown, or high reputation won by achievement, especially in war
gloria | 4 | the praise and honour others give you; also the thing you are praised for, your pride and boast
gloria | 5 | ambition, the hunger for glory taken as a motive
gloria | 6 | boasting, vainglory, empty self-display, in a bad sense
gloria | 7 | in Christian Latin, the glory given to God, divine splendour
gratia | 1 | favour
gratia | 2 | thanks
gratia | 3 | the goodwill you enjoy in other people's eyes: esteem, popularity, influence, standing
gratia | 4 | a kindness done for someone, a favor granted, a service
gratia | 5 | thanks, gratitude: gratias agere, to thank in words; gratiam referre, to repay by deed; gratiam habere, to feel grateful
gratia | 6 | friendly relations, good terms: in gratiam redire cum aliquo, to be reconciled with someone
gratia | 7 | charm, gracefulness, attractiveness, beauty (poetic and later prose)
gratia | 8 | after a genitive, gratia means for the sake of, on account of: exempli gratia, for example; mea gratia, for my sake
gratia | 9 | Gratiae, the three Graces, goddesses of charm and loveliness
gratia | 10 | ablative gratiis, contracted gratis: for nothing, free of charge, without payment
gratus | 1 | pleasing
gratus | 2 | grateful
gratus | 3 | pleasant, agreeable, welcome, said of things that please
gratus | 4 | dear to someone, in favour with them, with the dative: gratus dis, dear to the gods
gratus | 5 | thankful, grateful, mindful of a kindness received
gratus | 6 | deserving thanks, sure to be appreciated, said of an act that earns gratitude
gratus | 7 | adverb grate: willingly and with pleasure; also thankfully, gratefully
gravis | 1 | heavy
gravis | 2 | serious
gravis | 3 | weighed down, loaded, laden, often with the ablative: navis gravis, a laden ship
gravis | 4 | serious, severe, grievous, of illness, wounds, war, or punishment
gravis | 5 | weighty and important; of a person, respected, dignified, carrying authority (vir gravis)
gravis | 6 | burdensome, oppressive, hard to bear, troublesome
gravis | 7 | of sound, deep and low-pitched, the opposite of acutus
gravis | 8 | of a smell or taste, strong, rank, offensive
gravis | 9 | of air, food, or the body, unwholesome or unhealthy; of a person, sick and ailing
gravis | 10 | pregnant, with child (poetic, standing in for gravidus)
