# key | rank | definition   (ranks 1-2 are one-word glosses; 3+ broaden out)
# Source: ls_R.json (Lewis & Short via Perseus), simplified for learners.
raritas | 4 | concretely, a rarity, an uncommon thing
rarus | 1 | rare
rarus | 2 | sparse
rarus | 3 | transferred, scattered, spread out, far apart: rari milites, soldiers spread out in loose order
rarus | 4 | as an adverb (raro), seldom, rarely
rarus | 5 | poetic, remarkable, extraordinary, uncommonly fine: rara puella, an extraordinary girl
rasilis | 1 | polished
rastrum | 1 | hoe
rastrum | 3 | a toothed implement for breaking up soil, also called a mattock or rake
rasura | 1 | scraping
rasura | 3 | concretely, what is scraped or shaved off, shavings
rasura | 4 | figuratively, a harsh, grating pronunciation, especially of guttural sounds
ratio | 1 | reason
ratio | 2 | account
ratio | 3 | a method, plan, procedure, way of doing something: ratio belli gerendi, a method of waging war
ratio | 4 | relation, respect, regard for something: rationem habere alicuius rei, to have regard for something
ratio | 5 | a motive, ground, cause, reason for something: nulla ratione, for no reason at all
ratio | 6 | a theory, system, or doctrine based on reasoning: ratio Stoicorum, the Stoic system
ratio | 7 | rhetorically, an argument, a line of reasoning
ratio | 8 | one's own interest or advantage: meae rationes, my interests
ratiocinatio | 1 | reasoning
ratiocinatio | 3 | in particular, a syllogism, a formal chain of reasoning
ratiocinatio | 4 | in architecture, theory, as opposed to practical skill
ratiocinativus | 1 | syllogistic
ratiocinativus | 3 | in grammar, illative, expressing an inference: conjunctio ratiocinativa, an illative conjunction like ergo or igitur
ratiocinator | 1 | accountant
ratiocinor | 1 | calculate
ratiocinor | 3 | transferred, to consider, deliberate, ponder something
ratiocinor | 4 | to reason, argue, or infer from the circumstances
rationabilis | 1 | reasonable
rationalis | 1 | rational
rationalis | 3 | of or belonging to accounts; as a noun (rationalis), an accountant or treasurer
rationalis | 4 | as a noun (rationale), the oracular breastplate of the Jewish high priest
rationalis | 5 | in rhetoric, syllogistic, relating to formal argument
ratis | 1 | raft
ratis | 3 | poetic, metonymy, a boat, ship, vessel in general
ratiuncula | 1 | account
ratiuncula | 3 | a slight or trivial reason, ground, or pretext
ratiuncula | 4 | in dialectics, a petty or trifling syllogism
raucus | 1 | hoarse
raucus | 3 | transferred, of things, harsh, rough, grating, deep-sounding
raucus | 4 | figuratively, of a rumor grown faint, dying away
raudus | 1 | ingot
raudus | 3 | in particular, a rough piece of bronze used as a form of money in early Rome
raudusculum | 1 | pittance
raudusculum | 3 | literally, a small piece of bronze used as coin
raudusculum | 4 | transferred, a small sum of money, a trifling debt
ravus2 | 1 | gray-yellow
ravus2 | 3 | specifically, of the sea's color, between yellow and blue-gray: ravum mare, the tawny-gray sea at dawn
re1 | 1 | back
re1 | 3 | denoting opposition: reclamo, to cry out against; repugno, to fight back
re1 | 4 | denoting restoration to an original state: reficio, to repair; restituo, to restore
re1 | 5 | denoting a change into an opposite state: retracto, to retract; revelo, to unveil
re1 | 6 | denoting repetition of an action: recoquo, to reheat; reviso, to revisit
re1 | 7 | occasionally intensive: redundo, to overflow
re3 | 1 | resist
re3 | 3 | to stand still, halt, stop: resiste!, stop!
re3 | 4 | to remain, stay behind, continue
re3 | 5 | rarely, figuratively, to rise again, recover: post ex fluvio fortuna resistet, then fortune will rise again from the flood
reapse | 1 | actually
reatus | 1 | indictment
reatus | 3 | metonymically, the charge or offence itself
reatus | 4 | late Latin, figuratively, guilt: reatus sanguinis, the guilt of bloodshed
rebellio1 | 1 | rebellion
rebellis | 1 | rebellious
rebellis | 3 | figuratively, rebellious, resistant: rebellis amor, unruly love
rebello | 1 | rebel
rebello | 3 | figuratively, of an ailment or vice, to break out again, recur
rebello | 4 | to offer resistance: pudor rebellat, shame resists
reboo | 1 | resound
reboo | 3 | actively, to make something resound or echo
recaleo | 1 | warm
recaleo | 3 | figuratively, to remain vivid or warm in memory: recalebant in auribus parentis effata, his father's words still rang warm in his ears
recalesco | 1 | warm
recalesco | 3 | figuratively, to regain warmth or ardor: mens recalescit, the mind rekindles its enthusiasm
recalfacio | 1 | rewarm
recalfacio | 3 | figuratively, to rekindle, revive: recalfacere mentem, to rekindle someone's ardor
recandesco | 1 | glow
recandesco | 3 | also, to grow white again: percussa unda recanduit, the struck wave grew white with foam
recandesco | 4 | figuratively, to blaze up, flare: recanduit ira, anger blazed up
recano | 1 | sing back
recano | 3 | to charm away, to undo a magic charm by chanting
recanto | 1 | recant
recanto | 3 | literally, to echo, sound back
recanto | 4 | to repeat in singing, sing again
recanto | 5 | to charm away, dispel by magic: recantatas curas, cares charmed away
recedo | 1 | withdraw
recedo | 3 | transferred, of places, to be distant, set back, recede: domus recessit, the house stood back, secluded
recedo | 4 | to separate from something: caro ab ossibus recedit, the flesh comes away from the bones
recedo | 5 | figuratively, to desist, depart from a course: a vera ratione recedere, to depart from sound reasoning
recello | 1 | spring back
recello | 3 | actively, to bend or throw something backward
recens | 1 | fresh
recens | 2 | vigorous
recens | 3 | with ab, immediately after, fresh from: recens a partu, newly foaled or newly born
recens | 4 | recenti re, while the matter is fresh, at once, immediately
recens | 5 | as a noun (recentiores), the moderns, modern writers
recens | 6 | as an adverb (recens), newly, freshly: recens natus, newborn
recenseo | 1 | count
recenseo | 3 | to review or muster: recensere exercitum, to review the troops
recenseo | 4 | figuratively, to go over in thought or narration, to recount, review
recensio | 1 | review
receptaculum | 1 | receptacle
receptaculum | 3 | in particular, a place of refuge, a shelter, a retreat: castra receptaculum, the camp as a refuge
recepticius | 1 | reserved
recepticius | 3 | in law, of property a wife retains as her exclusive possession when handing over her dowry
receptio | 1 | reception
receptio | 3 | in law, a reservation, a holding back: a clause reserving something in a sale
recepto | 1 | retake
receptor | 1 | harborer
receptor | 3 | in a good sense, a host, one who shelters or receives guests
receptor | 4 | a reconqueror: receptor Orientis, the reconqueror of the East
receptus2 | 1 | retreat
receptus2 | 3 | figuratively, a retraction, a taking back of a statement
receptus2 | 4 | transferred, of the sea, the ebb: receptus et recursus maris, the ebb and flow of the sea
receptus2 | 5 | figuratively, a reconciliation, a return to someone's favor: receptus ad gratiam, restoration to someone's good graces
recessus2 | 1 | retreat
recessus2 | 2 | recess
recessus2 | 3 | figuratively, in rhetoric, a withdrawal or pause for effect: recessus in dicendo, a rhetorical pulling-back
# review: recharmido is a nonce word coined by Plautus, a burlesque pun on the character name Charmides meaning "to stop being Charmides"; 'unmask' captures the sense of dropping an assumed identity, not a literal translation
recharmido | 1 | unmask
recharmido | 3 | literally, to stop being "Charmides," a burlesque coinage on the character's name in Plautus, meaning to drop an assumed identity
recidivus | 1 | recurring
recidivus | 3 | especially of an illness, relapsing: febris recidiva, a recurring fever
recido1 | 1 | relapse
recido1 | 3 | literally, to fall back down: recidere in terras, to fall back to earth
recido1 | 4 | to sink or come down to some condition: ad ludum et lacrimas recidere, to fall from joy to tears
recido2 | 1 | cut off
recido2 | 3 | figuratively, to shorten, abridge, cut down: orationes recidere, to trim down speeches
recingo | 1 | ungird
recingo | 3 | rarely, to gird again, put a belt back on
recino | 1 | resound
recino | 3 | to recall or recant something
reciperatio | 1 | recovery
reciperatio | 3 | in law, the judicial decision of a board of recuperatores
reciperator | 1 | recoverer
reciperator | 3 | in law, as recuperatores, a panel of judges, three or five members, for summary trials, originally for cases between Romans and foreigners
recipero | 1 | recover
recipero | 3 | figuratively, to win back, regain: reciperare adulescentulos, to win the young men back over
recipio | 1 | receive
recipio | 2 | recover
recipio | 3 | with se, to withdraw, retreat, betake oneself: se recipere, to retreat, to retire
recipio | 4 | to undertake, take on a task or duty
recipio | 5 | to promise, guarantee, pledge oneself, warrant something: fidem recipere, to pledge one's word
recipio | 6 | militarily, to capture, seize, take possession of a place
recipio | 7 | in business, to keep back, reserve, retain: recipere aliquid sibi, to reserve something for oneself
recipio | 8 | recipe ferrum!, receive the death-blow!, the crowd's cry to a defeated gladiator
reciprocatio | 1 | reciprocation
reciprocatio | 3 | literally, an ebb, a going back the same way: reciprocatio aestus, the ebb of the tide
reciproco | 1 | reciprocate
reciproco | 3 | figuratively, in logic, to reverse or convert a proposition
reciprocus | 1 | reciprocal
reciprocus | 3 | in grammar, pronomen reciprocum, a reflexive pronoun such as se or sibi
reciprocus | 4 | a verse that reads the same when its words are reversed, a kind of palindrome
recitatio | 1 | recitation
recitatio | 3 | specifically, the public reading aloud of documents in a legal proceeding
recitatio | 4 | also, a public reading of one's own literary work to an audience
recito | 1 | recite
recito | 3 | specifically, to read a document aloud in a legal proceeding
recito | 4 | to say from memory, to recite by heart
reclamo | 1 | protest
reclamo | 3 | poetic, to reverberate, echo back, resound
reclamo | 4 | to call out to someone repeatedly
reclinis | 1 | reclining
reclinis | 3 | of things, projecting or tilted back: tabula reclinis, a slanted shelf or seat
reclino | 1 | recline
reclino | 3 | figuratively, to lean on, rest upon, be supported by: onus reclinare in aliquem, to let a burden rest on someone
reclino | 4 | figuratively, to relieve, release from something: nullum me reclinat otium, no rest relieves me
reclino | 5 | absolutely, to fall away, become disloyal, revolt
recludo | 1 | open
recludo | 3 | figuratively, to disclose, reveal, lay bare: ebrietas recludit, drunkenness reveals the truth
recludo | 4 | rarely, in a reversed sense, to shut up, close off, confine
recogito | 1 | reconsider
recognitio | 1 | review
recognitio | 3 | mutual acknowledgment, recognition between parties
recognosco | 1 | recognize
recognosco | 3 | to review, examine, inspect: recognoscere exercitum, to review the army
recognosco | 4 | to examine a document for authenticity, to certify, authenticate
recolligo | 1 | collect
recolligo | 3 | figuratively, to regain, recover: vires recolligere, to regain one's strength
recolligo | 4 | to be reconciled, to patch up a friendship
recolo1 | 1 | cultivate
recolo1 | 3 | to resume or practice again: artes recolere, to take up one's old skills again
recolo1 | 4 | to think over, recall to mind, reflect upon: recolere sua facta, to reflect on one's deeds
recolo1 | 5 | to contemplate, survey: recolens omnem numerum, surveying the whole number
reconciliatio | 1 | reconciliation
reconcilio | 1 | reconcile
reconcilio | 3 | archaic, to bring back, restore: reconciliare aliquem domum, to bring someone back home
recondo | 1 | hide
recondo | 3 | to put back or away, to stow, store up: gladium recondere, to sheathe a sword
recondo | 4 | as an adjective (reconditus), hidden, secret, remote: recondita Aegyptus, hidden, secluded Egypt
recondo | 5 | as an adjective (reconditus), figuratively, profound, abstruse, recondite: litterae reconditae, abstruse learning
reconduco | 1 | rehire
reconduco | 3 | to bring back: reconducere copias, to bring back the troops
